season,event_date,nano,market,name,alias,player_href,player,position,boxscore_stats_link
2020,2020-09-10,oiGiwWPf0UqMC,Kansas City,Chiefs,KC,/players/J/JoneCh09.htm,Chris Jones,DT,https://www.pro-football-reference.com/boxscores/202009100kan.htm
2020,2020-09-10,oiGiwWPf0UqMC,Kansas City,Chiefs,KC,/players/N/NnadDe00.htm,Derrick Nnadi,NT,https://www.pro-football-reference.com/boxscores/202009100kan.htm
2020,2020-09-10,oiGiwWPf0UqMC,Kansas City,Chiefs,KC,/players/H/HitcAn00.htm,Anthony Hitchens,LB,https://www.pro-football-reference.com/boxscores/202009100kan.htm
2020,2020-09-10,oiGiwWPf0UqMC,Kansas City,Chiefs,KC,/players/W/WilsDa02.htm,Damien Wilson,LB,https://www.pro-football-reference.com/boxscores/202009100kan.htm
2020,2020-09-10,oiGiwWPf0UqMC,Kansas City,Chiefs,KC,/players/M/MathTy00.htm,Tyrann Mathieu,DB,https://www.pro-football-reference.com/boxscores/202009100kan.htm
2020,2020-09-10,oiGiwWPf0UqMC,Kansas City,Chiefs,KC,/players/S/SneeLJ00.htm,L'Jarius Sneed,DB,https://www.pro-football-reference.com/boxscores/202009100kan.htm
2020,2020-09-10,oiGiwWPf0UqMC,Kansas City,Chiefs,KC,/players/S/SoreDa01.htm,Daniel Sorensen,DB,https://www.pro-football-reference.com/boxscores/202009100kan.htm
2020,2020-09-10,oiGiwWPf0UqMC,Kansas City,Chiefs,KC,/players/T/ThorJu00.htm,Juan Thornhill,DB,https://www.pro-football-reference.com/boxscores/202009100kan.htm
2020,2020-09-10,oiGiwWPf0UqMC,Kansas City,Chiefs,KC,/players/W/WardCh01.htm,Charvarius Ward,DB,https://www.pro-football-reference.com/boxscores/202009100kan.htm
2020,2020-09-10,UI0Ax4HUEXFh6,Houston,Texans,HOU,/players/W/WatsDe00.htm,Deshaun Watson,QB,https://www.pro-football-reference.com/boxscores/202009100kan.htm
2020,2020-09-10,UI0Ax4HUEXFh6,Houston,Texans,HOU,/players/J/JohnDa08.htm,David Johnson,RB,https://www.pro-football-reference.com/boxscores/202009100kan.htm
2020,2020-09-10,UI0Ax4HUEXFh6,Houston,Texans,HOU,/players/C/CookBr00.htm,Brandin Cooks,WR,https://www.pro-football-reference.com/boxscores/202009100kan.htm
2020,2020-09-10,UI0Ax4HUEXFh6,Houston,Texans,HOU,/players/F/FullWi01.htm,Will Fuller,WR,https://www.pro-football-reference.com/boxscores/202009100kan.htm
2020,2020-09-10,UI0Ax4HUEXFh6,Houston,Texans,HOU,/players/A/AkinJo00.htm,Jordan Akins,TE,https://www.pro-football-reference.com/boxscores/202009100kan.htm
2020,2020-09-10,UI0Ax4HUEXFh6,Houston,Texans,HOU,/players/F/FellDa01.htm,Darren Fells,TE,https://www.pro-football-reference.com/boxscores/202009100kan.htm
2020,2020-09-10,UI0Ax4HUEXFh6,Houston,Texans,HOU,/players/T/TunsLa00.htm,Laremy Tunsil,T,https://www.pro-football-reference.com/boxscores/202009100kan.htm
2020,2020-09-10,UI0Ax4HUEXFh6,Houston,Texans,HOU,/players/H/HowaTy00.htm,Tytus Howard,T,https://www.pro-football-reference.com/boxscores/202009100kan.htm
2020,2020-09-10,UI0Ax4HUEXFh6,Houston,Texans,HOU,/players/S/SchaMa01.htm,Max Scharping,T,https://www.pro-football-reference.com/boxscores/202009100kan.htm
2020,2020-09-10,UI0Ax4HUEXFh6,Houston,Texans,HOU,/players/F/FultZa00.htm,Zach Fulton,G,https://www.pro-football-reference.com/boxscores/202009100kan.htm
2020,2020-09-10,UI0Ax4HUEXFh6,Houston,Texans,HOU,/players/M/MartNi00.htm,Nick Martin,C,https://www.pro-football-reference.com/boxscores/202009100kan.htm
2020,2020-09-10,UI0Ax4HUEXFh6,Houston,Texans,HOU,/players/W/WattJ.00.htm,J.J. Watt,DE,https://www.pro-football-reference.com/boxscores/202009100kan.htm
2020,2020-09-10,UI0Ax4HUEXFh6,Houston,Texans,HOU,/players/O/OmenCh00.htm,Charles Omenihu,DE,https://www.pro-football-reference.com/boxscores/202009100kan.htm
2020,2020-09-10,UI0Ax4HUEXFh6,Houston,Texans,HOU,/players/D/DunnBr00.htm,Brandon Dunn,DT,https://www.pro-football-reference.com/boxscores/202009100kan.htm
2020,2020-09-10,UI0Ax4HUEXFh6,Houston,Texans,HOU,/players/M/MercWh00.htm,Whitney Mercilus,LB,https://www.pro-football-reference.com/boxscores/202009100kan.htm
2020,2020-09-10,UI0Ax4HUEXFh6,Houston,Texans,HOU,/players/M/McKiBe00.htm,Benardrick McKinney,LB,https://www.pro-football-reference.com/boxscores/202009100kan.htm
2020,2020-09-10,UI0Ax4HUEXFh6,Houston,Texans,HOU,/players/C/CunnZa00.htm,Zach Cunningham,LB,https://www.pro-football-reference.com/boxscores/202009100kan.htm
2020,2020-09-10,UI0Ax4HUEXFh6,Houston,Texans,HOU,/players/M/MoorA.00.htm,A.J. Moore,DB,https://www.pro-football-reference.com/boxscores/202009100kan.htm
2020,2020-09-10,UI0Ax4HUEXFh6,Houston,Texans,HOU,/players/M/MurrEr00.htm,Eric Murray,DB,https://www.pro-football-reference.com/boxscores/202009100kan.htm
2020,2020-09-10,UI0Ax4HUEXFh6,Houston,Texans,HOU,/players/R/ReidJu00.htm,Justin Reid,DB,https://www.pro-football-reference.com/boxscores/202009100kan.htm
2020,2020-09-10,UI0Ax4HUEXFh6,Houston,Texans,HOU,/players/R/RobyBr00.htm,Bradley Roby,DB,https://www.pro-football-reference.com/boxscores/202009100kan.htm
2020,2020-09-10,UI0Ax4HUEXFh6,Houston,Texans,HOU,/players/H/HargVe00.htm,Vernon Hargreaves III,DB,https://www.pro-football-reference.com/boxscores/202009100kan.htm
2020,2020-09-13,mLspw4gJNTQGN,Atlanta,Falcons,ATL,/players/R/RyanMa00.htm,Matt Ryan,QB,https://www.pro-football-reference.com/boxscores/202009130atl.htm
2020,2020-09-13,mLspw4gJNTQGN,Atlanta,Falcons,ATL,/players/G/GurlTo01.htm,Todd Gurley,RB,https://www.pro-football-reference.com/boxscores/202009130atl.htm
2020,2020-09-13,mLspw4gJNTQGN,Atlanta,Falcons,ATL,/players/S/SmitKe03.htm,Keith Smith,FB,https://www.pro-football-reference.com/boxscores/202009130atl.htm
2020,2020-09-13,mLspw4gJNTQGN,Atlanta,Falcons,ATL,/players/R/RidlCa00.htm,Calvin Ridley,WR,https://www.pro-football-reference.com/boxscores/202009130atl.htm
2020,2020-09-13,mLspw4gJNTQGN,Atlanta,Falcons,ATL,/players/G/GageRu00.htm,Russell Gage,WR,https://www.pro-football-reference.com/boxscores/202009130atl.htm
2020,2020-09-13,mLspw4gJNTQGN,Atlanta,Falcons,ATL,/players/J/JoneJu02.htm,Julio Jones,WR,https://www.pro-football-reference.com/boxscores/202009130atl.htm
2020,2020-09-13,mLspw4gJNTQGN,Atlanta,Falcons,ATL,/players/C/CarpJa00.htm,James Carpenter,T,https://www.pro-football-reference.com/boxscores/202009130atl.htm
2020,2020-09-13,mLspw4gJNTQGN,Atlanta,Falcons,ATL,/players/M/McGaKa00.htm,Kaleb McGary,T,https://www.pro-football-reference.com/boxscores/202009130atl.htm
2020,2020-09-13,mLspw4gJNTQGN,Atlanta,Falcons,ATL,/players/M/MattJa00.htm,Jake Matthews,T,https://www.pro-football-reference.com/boxscores/202009130atl.htm
2020,2020-09-13,mLspw4gJNTQGN,Atlanta,Falcons,ATL,/players/L/LindCh00.htm,Chris Lindstrom,G,https://www.pro-football-reference.com/boxscores/202009130atl.htm
2020,2020-09-13,mLspw4gJNTQGN,Atlanta,Falcons,ATL,/players/M/MackAl20.htm,Alex Mack,C,https://www.pro-football-reference.com/boxscores/202009130atl.htm
2020,2020-09-13,mLspw4gJNTQGN,Atlanta,Falcons,ATL,/players/M/McKiTa00.htm,Takkarist McKinley,DE,https://www.pro-football-reference.com/boxscores/202009130atl.htm
2020,2020-09-13,mLspw4gJNTQGN,Atlanta,Falcons,ATL,/players/F/FowlDa00.htm,Dante Fowler,DE,https://www.pro-football-reference.com/boxscores/202009130atl.htm
2020,2020-09-13,mLspw4gJNTQGN,Atlanta,Falcons,ATL,/players/C/ComiJo00.htm,John Cominsky,DE,https://www.pro-football-reference.com/boxscores/202009130atl.htm
2020,2020-09-13,mLspw4gJNTQGN,Atlanta,Falcons,ATL,/players/J/JarrGr00.htm,Grady Jarrett,DT,https://www.pro-football-reference.com/boxscores/202009130atl.htm
2020,2020-09-13,mLspw4gJNTQGN,Atlanta,Falcons,ATL,/players/D/DaviTy01.htm,Tyeler Davison,DT,https://www.pro-football-reference.com/boxscores/202009130atl.htm
2020,2020-09-13,mLspw4gJNTQGN,Atlanta,Falcons,ATL,/players/J/JoneDe01.htm,Deion Jones,LB,https://www.pro-football-reference.com/boxscores/202009130atl.htm
2020,2020-09-13,mLspw4gJNTQGN,Atlanta,Falcons,ATL,/players/K/KazeDa00.htm,Damontae Kazee,DB,https://www.pro-football-reference.com/boxscores/202009130atl.htm
2020,2020-09-13,mLspw4gJNTQGN,Atlanta,Falcons,ATL,/players/A/AlleRi00.htm,Ricardo Allen,DB,https://www.pro-football-reference.com/boxscores/202009130atl.htm
2020,2020-09-13,mLspw4gJNTQGN,Atlanta,Falcons,ATL,/players/N/NealKe01.htm,Keanu Neal,DB,https://www.pro-football-reference.com/boxscores/202009130atl.htm
2020,2020-09-13,mLspw4gJNTQGN,Atlanta,Falcons,ATL,/players/O/OlivIs00.htm,Isaiah Oliver,DB,https://www.pro-football-reference.com/boxscores/202009130atl.htm
2020,2020-09-13,mLspw4gJNTQGN,Atlanta,Falcons,ATL,/players/T/TerrAJ00.htm,AJ Terrell,DB,https://www.pro-football-reference.com/boxscores/202009130atl.htm
2020,2020-09-13,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,/players/W/WilsRu00.htm,Russell Wilson,QB,https://www.pro-football-reference.com/boxscores/202009130atl.htm
2020,2020-09-13,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,/players/C/CarsCh00.htm,Chris Carson,RB,https://www.pro-football-reference.com/boxscores/202009130atl.htm
2020,2020-09-13,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,/players/M/MoorDa03.htm,David Moore,WR,https://www.pro-football-reference.com/boxscores/202009130atl.htm
2020,2020-09-13,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,/players/M/MetcDK00.htm,D.K. Metcalf,WR,https://www.pro-football-reference.com/boxscores/202009130atl.htm
2020,2020-09-13,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,/players/L/LockTy00.htm,Tyler Lockett,WR,https://www.pro-football-reference.com/boxscores/202009130atl.htm
2020,2020-09-13,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,/players/O/OlseGr00.htm,Greg Olsen,TE,https://www.pro-football-reference.com/boxscores/202009130atl.htm
2020,2020-09-13,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,/players/B/BrowDu20.htm,Duane Brown,T,https://www.pro-football-reference.com/boxscores/202009130atl.htm
2020,2020-09-13,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,/players/S/ShelBr00.htm,Brandon Shell,T,https://www.pro-football-reference.com/boxscores/202009130atl.htm
2020,2020-09-13,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,/players/P/PociEt00.htm,Ethan Pocic,T,https://www.pro-football-reference.com/boxscores/202009130atl.htm
2020,2020-09-13,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,/players/I/IupaMi20.htm,Mike Iupati,G,https://www.pro-football-reference.com/boxscores/202009130atl.htm
2020,2020-09-13,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,/players/L/LewiDa05.htm,Damien Lewis,G,https://www.pro-football-reference.com/boxscores/202009130atl.htm
2020,2020-09-13,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,/players/M/MayoBe00.htm,Benson Mayowa,DE,https://www.pro-football-reference.com/boxscores/202009130atl.htm
2020,2020-09-13,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,/players/C/CollLJ00.htm,L.J. Collier,DE,https://www.pro-football-reference.com/boxscores/202009130atl.htm
2020,2020-09-13,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,/players/F/FordPo00.htm,Poona Ford,DT,https://www.pro-football-reference.com/boxscores/202009130atl.htm
2020,2020-09-13,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,/players/R/ReedJa02.htm,Jarran Reed,DT,https://www.pro-football-reference.com/boxscores/202009130atl.htm
2020,2020-09-13,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,/players/I/IrviBr00.htm,Bruce Irvin,LB,https://www.pro-football-reference.com/boxscores/202009130atl.htm
2020,2020-09-13,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,/players/W/WagnBo00.htm,Bobby Wagner,LB,https://www.pro-football-reference.com/boxscores/202009130atl.htm
2020,2020-09-13,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,/players/W/WrigK.00.htm,K.J. Wright,LB,https://www.pro-football-reference.com/boxscores/202009130atl.htm
2020,2020-09-13,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,/players/D/DunbQu00.htm,Quinton Dunbar,CB,https://www.pro-football-reference.com/boxscores/202009130atl.htm
2020,2020-09-13,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,/players/G/GrifSh00.htm,Shaquill Griffin,DB,https://www.pro-football-reference.com/boxscores/202009130atl.htm
2020,2020-09-13,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,/players/D/DiggQu00.htm,Quandre Diggs,DB,https://www.pro-football-reference.com/boxscores/202009130atl.htm
2020,2020-09-13,4M8AK5p0WXs1N,Seattle,Seahawks,SEA,/players/A/AdamJa00.htm,Jamal Adams,DB,https://www.pro-football-reference.com/boxscores/202009130atl.htm
2020,2020-09-13,3VqeLK0LS9rpw,Buffalo,Bills,BUF,/players/A/AlleJo02.htm,Josh Allen,QB,https://www.pro-football-reference.com/boxscores/202009130buf.htm
2020,2020-09-13,3VqeLK0LS9rpw,Buffalo,Bills,BUF,/players/S/SingDe00.htm,Devin Singletary,RB,https://www.pro-football-reference.com/boxscores/202009130buf.htm
2020,2020-09-13,3VqeLK0LS9rpw,Buffalo,Bills,BUF,/players/B/BeasCo00.htm,Cole Beasley,WR,https://www.pro-football-reference.com/boxscores/202009130buf.htm
2020,2020-09-13,3VqeLK0LS9rpw,Buffalo,Bills,BUF,/players/B/BrowJo02.htm,John Brown,WR,https://www.pro-football-reference.com/boxscores/202009130buf.htm
2020,2020-09-13,3VqeLK0LS9rpw,Buffalo,Bills,BUF,/players/D/DaviGa01.htm,Gabriel Davis,WR,https://www.pro-football-reference.com/boxscores/202009130buf.htm
2020,2020-09-13,3VqeLK0LS9rpw,Buffalo,Bills,BUF,/players/D/DiggSt00.htm,Stefon Diggs,WR,https://www.pro-football-reference.com/boxscores/202009130buf.htm
2020,2020-09-13,3VqeLK0LS9rpw,Buffalo,Bills,BUF,/players/W/WillDa06.htm,Daryl Williams,T,https://www.pro-football-reference.com/boxscores/202009130buf.htm
2020,2020-09-13,3VqeLK0LS9rpw,Buffalo,Bills,BUF,/players/F/FordCo00.htm,Cody Ford,T,https://www.pro-football-reference.com/boxscores/202009130buf.htm
2020,2020-09-13,3VqeLK0LS9rpw,Buffalo,Bills,BUF,/players/D/DawkDi00.htm,Dion Dawkins,T,https://www.pro-football-reference.com/boxscores/202009130buf.htm
2020,2020-09-13,3VqeLK0LS9rpw,Buffalo,Bills,BUF,/players/S/SpaiQu00.htm,Quinton Spain,G,https://www.pro-football-reference.com/boxscores/202009130buf.htm
2020,2020-09-13,3VqeLK0LS9rpw,Buffalo,Bills,BUF,/players/M/MorsMi00.htm,Mitch Morse,C,https://www.pro-football-reference.com/boxscores/202009130buf.htm
2020,2020-09-13,3VqeLK0LS9rpw,Buffalo,Bills,BUF,/players/H/HughJe99.htm,Jerry Hughes,DE,https://www.pro-football-reference.com/boxscores/202009130buf.htm
2020,2020-09-13,3VqeLK0LS9rpw,Buffalo,Bills,BUF,/players/J/JeffQu00.htm,Quinton Jefferson,DE,https://www.pro-football-reference.com/boxscores/202009130buf.htm
2020,2020-09-13,3VqeLK0LS9rpw,Buffalo,Bills,BUF,/players/O/OlivEd00.htm,Ed Oliver,DT,https://www.pro-football-reference.com/boxscores/202009130buf.htm
2020,2020-09-13,3VqeLK0LS9rpw,Buffalo,Bills,BUF,/players/M/MilaMa00.htm,Matt Milano,LB,https://www.pro-football-reference.com/boxscores/202009130buf.htm
2020,2020-09-13,3VqeLK0LS9rpw,Buffalo,Bills,BUF,/players/M/MurpTr00.htm,Trent Murphy,LB,https://www.pro-football-reference.com/boxscores/202009130buf.htm
2020,2020-09-13,3VqeLK0LS9rpw,Buffalo,Bills,BUF,/players/E/EdmuTr01.htm,Tremaine Edmunds,LB,https://www.pro-football-reference.com/boxscores/202009130buf.htm
2020,2020-09-13,3VqeLK0LS9rpw,Buffalo,Bills,BUF,/players/H/HydeMi00.htm,Micah Hyde,DB,https://www.pro-football-reference.com/boxscores/202009130buf.htm
2020,2020-09-13,3VqeLK0LS9rpw,Buffalo,Bills,BUF,/players/J/JohnTa01.htm,Taron Johnson,DB,https://www.pro-football-reference.com/boxscores/202009130buf.htm
2020,2020-09-13,3VqeLK0LS9rpw,Buffalo,Bills,BUF,/players/P/PoyeJo00.htm,Jordan Poyer,DB,https://www.pro-football-reference.com/boxscores/202009130buf.htm
2020,2020-09-13,3VqeLK0LS9rpw,Buffalo,Bills,BUF,/players/W/WallLe00.htm,Levi Wallace,DB,https://www.pro-football-reference.com/boxscores/202009130buf.htm
2020,2020-09-13,3VqeLK0LS9rpw,Buffalo,Bills,BUF,/players/W/WhitTr01.htm,Tre'Davious White,DB,https://www.pro-football-reference.com/boxscores/202009130buf.htm
2020,2020-09-13,mexvMWO2v1hWn,New York,Jets,NYJ,/players/D/DarnSa00.htm,Sam Darnold,QB,https://www.pro-football-reference.com/boxscores/202009130buf.htm
2020,2020-09-13,mexvMWO2v1hWn,New York,Jets,NYJ,/players/B/BellLe00.htm,Le'Veon Bell,RB,https://www.pro-football-reference.com/boxscores/202009130buf.htm
2020,2020-09-13,mexvMWO2v1hWn,New York,Jets,NYJ,/players/G/GoreFr00.htm,Frank Gore,RB,https://www.pro-football-reference.com/boxscores/202009130buf.htm
2020,2020-09-13,mexvMWO2v1hWn,New York,Jets,NYJ,/players/C/CrowJa00.htm,Jamison Crowder,WR,https://www.pro-football-reference.com/boxscores/202009130buf.htm
2020,2020-09-13,mexvMWO2v1hWn,New York,Jets,NYJ,/players/P/PerrBr02.htm,Breshad Perriman,WR,https://www.pro-football-reference.com/boxscores/202009130buf.htm
2020,2020-09-13,mexvMWO2v1hWn,New York,Jets,NYJ,/players/H/HernCh00.htm,Chris Herndon,TE,https://www.pro-football-reference.com/boxscores/202009130buf.htm
2020,2020-09-13,mexvMWO2v1hWn,New York,Jets,NYJ,/players/B/BectMe00.htm,Mekhi Becton,T,https://www.pro-football-reference.com/boxscores/202009130buf.htm
2020,2020-09-13,mexvMWO2v1hWn,New York,Jets,NYJ,/players/F/FantGe00.htm,George Fant,T,https://www.pro-football-reference.com/boxscores/202009130buf.htm
2020,2020-09-13,mexvMWO2v1hWn,New York,Jets,NYJ,/players/L/LewiAl01.htm,Alex Lewis,T,https://www.pro-football-reference.com/boxscores/202009130buf.htm
2020,2020-09-13,mexvMWO2v1hWn,New York,Jets,NYJ,/players/V/VanRGr00.htm,Greg Van Roten,G,https://www.pro-football-reference.com/boxscores/202009130buf.htm
2020,2020-09-13,mexvMWO2v1hWn,New York,Jets,NYJ,/players/M/McGoCo00.htm,Connor McGovern,G,https://www.pro-football-reference.com/boxscores/202009130buf.htm
2020,2020-09-13,mexvMWO2v1hWn,New York,Jets,NYJ,/players/M/McLeSt00.htm,Steve McLendon,DT,https://www.pro-football-reference.com/boxscores/202009130buf.htm
2020,2020-09-13,mexvMWO2v1hWn,New York,Jets,NYJ,/players/W/WillQu00.htm,Quinnen Williams,NT,https://www.pro-football-reference.com/boxscores/202009130buf.htm
2020,2020-09-13,mexvMWO2v1hWn,New York,Jets,NYJ,/players/H/HewiNe00.htm,Neville Hewitt,LB,https://www.pro-football-reference.com/boxscores/202009130buf.htm
2020,2020-09-13,mexvMWO2v1hWn,New York,Jets,NYJ,/players/J/JenkJo01.htm,Jordan Jenkins,LB,https://www.pro-football-reference.com/boxscores/202009130buf.htm
2020,2020-09-13,mexvMWO2v1hWn,New York,Jets,NYJ,/players/C/CashBl00.htm,Blake Cashman,LB,https://www.pro-football-reference.com/boxscores/202009130buf.htm
2020,2020-09-13,mexvMWO2v1hWn,New York,Jets,NYJ,/players/B/BashTa00.htm,Tarell Basham,LB,https://www.pro-football-reference.com/boxscores/202009130buf.htm
2020,2020-09-13,mexvMWO2v1hWn,New York,Jets,NYJ,/players/M/MayeMa00.htm,Marcus Maye,DB,https://www.pro-football-reference.com/boxscores/202009130buf.htm
2020,2020-09-13,mexvMWO2v1hWn,New York,Jets,NYJ,/players/M/McDoBr01.htm,Bradley McDougald,DB,https://www.pro-football-reference.com/boxscores/202009130buf.htm
2020,2020-09-13,mexvMWO2v1hWn,New York,Jets,NYJ,/players/A/AustBl00.htm,Blessuan Austin,DB,https://www.pro-football-reference.com/boxscores/202009130buf.htm
2020,2020-09-13,mexvMWO2v1hWn,New York,Jets,NYJ,/players/D/DesiPi00.htm,Pierre Desir,DB,https://www.pro-football-reference.com/boxscores/202009130buf.htm
2020,2020-09-13,mexvMWO2v1hWn,New York,Jets,NYJ,/players/P/PoolBr01.htm,Brian Poole,DB,https://www.pro-football-reference.com/boxscores/202009130buf.htm
2020,2020-09-13,jJBGuksuDJF5L,Carolina,Panthers,CAR,/players/B/BridTe00.htm,Teddy Bridgewater,QB,https://www.pro-football-reference.com/boxscores/202009130car.htm
2020,2020-09-13,jJBGuksuDJF5L,Carolina,Panthers,CAR,/players/A/ArmaAl00.htm,Alex Armah,RB,https://www.pro-football-reference.com/boxscores/202009130car.htm
2020,2020-09-13,jJBGuksuDJF5L,Carolina,Panthers,CAR,/players/M/McCaCh01.htm,Christian McCaffrey,RB,https://www.pro-football-reference.com/boxscores/202009130car.htm
2020,2020-09-13,jJBGuksuDJF5L,Carolina,Panthers,CAR,/players/M/MoorD.00.htm,D.J. Moore,WR,https://www.pro-football-reference.com/boxscores/202009130car.htm
2020,2020-09-13,jJBGuksuDJF5L,Carolina,Panthers,CAR,/players/A/AndeRo04.htm,Robbie Anderson,WR,https://www.pro-football-reference.com/boxscores/202009130car.htm
2020,2020-09-13,jJBGuksuDJF5L,Carolina,Panthers,CAR,/players/M/ManhCh00.htm,Chris Manhertz,TE,https://www.pro-football-reference.com/boxscores/202009130car.htm
2020,2020-09-13,jJBGuksuDJF5L,Carolina,Panthers,CAR,/players/S/SchoMi00.htm,Michael Schofield,T,https://www.pro-football-reference.com/boxscores/202009130car.htm
2020,2020-09-13,jJBGuksuDJF5L,Carolina,Panthers,CAR,/players/O/OkunRu20.htm,Russell Okung,T,https://www.pro-football-reference.com/boxscores/202009130car.htm
2020,2020-09-13,jJBGuksuDJF5L,Carolina,Panthers,CAR,/players/M/MotoTa00.htm,Taylor Moton,T,https://www.pro-football-reference.com/boxscores/202009130car.htm
2020,2020-09-13,jJBGuksuDJF5L,Carolina,Panthers,CAR,/players/M/MillJo04.htm,John Miller,G,https://www.pro-football-reference.com/boxscores/202009130car.htm
2020,2020-09-13,jJBGuksuDJF5L,Carolina,Panthers,CAR,/players/P/ParaMa00.htm,Matt Paradis,C,https://www.pro-football-reference.com/boxscores/202009130car.htm
2020,2020-09-13,jJBGuksuDJF5L,Carolina,Panthers,CAR,/players/B/BurnBr00.htm,Brian Burns,DE,https://www.pro-football-reference.com/boxscores/202009130car.htm
2020,2020-09-13,jJBGuksuDJF5L,Carolina,Panthers,CAR,/players/W/WeatSt00.htm,Stephen Weatherly,DE,https://www.pro-football-reference.com/boxscores/202009130car.htm
2020,2020-09-13,jJBGuksuDJF5L,Carolina,Panthers,CAR,/players/B/BrowDe05.htm,Derrick Brown,DT,https://www.pro-football-reference.com/boxscores/202009130car.htm
2020,2020-09-13,jJBGuksuDJF5L,Carolina,Panthers,CAR,/players/S/ShorKa00.htm,Kawann Short,DT,https://www.pro-football-reference.com/boxscores/202009130car.htm
2020,2020-09-13,jJBGuksuDJF5L,Carolina,Panthers,CAR,/players/T/ThomSh01.htm,Shaq Thompson,LB,https://www.pro-football-reference.com/boxscores/202009130car.htm
2020,2020-09-13,jJBGuksuDJF5L,Carolina,Panthers,CAR,/players/W/WhitTa00.htm,Tahir Whitehead,LB,https://www.pro-football-reference.com/boxscores/202009130car.htm
2020,2020-09-13,jJBGuksuDJF5L,Carolina,Panthers,CAR,/players/J/JackDo02.htm,Donte Jackson,DB,https://www.pro-football-reference.com/boxscores/202009130car.htm
2020,2020-09-13,jJBGuksuDJF5L,Carolina,Panthers,CAR,/players/C/ChinJe00.htm,Jeremy Chinn,DB,https://www.pro-football-reference.com/boxscores/202009130car.htm
2020,2020-09-13,jJBGuksuDJF5L,Carolina,Panthers,CAR,/players/B/BurrJu00.htm,Juston Burris,DB,https://www.pro-football-reference.com/boxscores/202009130car.htm
