"season","event_date","nano","market","name","alias","exp_pts","exp_pts_off","exp_pts_off_pass","exp_pts_off_rush","exp_pts_off_turnover","exp_pts_def","exp_pts_def_pass","exp_pts_def_rush","exp_pts_def_turnover","exp_pts_st","exp_pts_kickoff","exp_pts_kick_return","exp_pts_punt","exp_pts_punt_return","exp_pts_fg_xp","boxscore_stats_link"
2024,"2025-01-18","FCuH1wdksA2DQ","Detroit","Lions","DET",-14,13.75,-2.14,16.75,-19.83,-27.77,-23.49,-1.55,0,1.72,-6.3,6.46,0.63,-0.9,1.83,"https://www.pro-football-reference.com/boxscores/202501180det.htm"
2024,"2025-01-18","UI0Ax4HUEXFh6","Houston","Texans","HOU",-9,3.58,0.62,2.62,0,-6.41,-3.93,-2.27,0,-6.5,-5.66,4.68,0.21,0.17,-5.9,"https://www.pro-football-reference.com/boxscores/202501180kan.htm"
2024,"2025-01-18","oiGiwWPf0UqMC","Kansas City","Chiefs","KC",9,6.41,3.93,2.27,0,-3.58,-0.62,-2.62,0,6.5,-4.68,5.66,-0.17,-0.21,5.9,"https://www.pro-football-reference.com/boxscores/202501180kan.htm"
2024,"2025-01-19","3VqeLK0LS9rpw","Buffalo","Bills","BUF",4,10.81,2.4,7.73,0,-8.37,-4.9,-8.13,12.05,3.18,-4.55,6.83,0.85,0,0.05,"https://www.pro-football-reference.com/boxscores/202501190buf.htm"
2024,"2025-01-19","hjjmgzxilGWdr","Philadelphia","Eagles","PHI",6,7.76,-4.21,12.88,0,3.6,-5.51,8.43,10.46,-6.02,-7.98,5.42,2.85,-5.46,-0.85,"https://www.pro-football-reference.com/boxscores/202501190phi.htm"
2024,"2025-01-19","u98I1lDKQBwZ0","Los Angeles","Rams","LAR",-6,-3.6,5.51,-8.43,-10.46,-7.76,4.21,-12.88,0,6.02,-5.42,7.98,5.46,-2.85,0.85,"https://www.pro-football-reference.com/boxscores/202501190phi.htm"
2024,"2025-01-19","zyhFXj1nywrm1","Baltimore","Ravens","BAL",-4,8.37,4.9,8.13,-12.05,-10.81,-2.4,-7.73,0,-3.18,-6.83,4.55,0,-0.85,-0.05,"https://www.pro-football-reference.com/boxscores/202501190buf.htm"
2024,"2025-01-26","3VqeLK0LS9rpw","Buffalo","Bills","BUF",-3,11.91,8.5,6.41,0,-18.77,-18.21,-1.22,4.86,1.26,-5.04,5.44,-0.45,-0.02,1.33,"https://www.pro-football-reference.com/boxscores/202501260kan.htm"
2024,"2025-01-26","9JtBk8kFeaGEs","Washington","Football Team","WAS",-34,-3.54,-2.38,0.11,-10.99,-34.18,-23.3,-13.05,0,0.96,-6.55,3.48,0.1,0.23,3.7,"https://www.pro-football-reference.com/boxscores/202501260phi.htm"
2024,"2025-01-26","hjjmgzxilGWdr","Philadelphia","Eagles","PHI",34,34.18,23.3,13.05,0,3.54,2.38,-0.11,10.99,-0.96,-3.48,6.55,-0.23,-0.1,-3.7,"https://www.pro-football-reference.com/boxscores/202501260phi.htm"
2024,"2025-01-26","oiGiwWPf0UqMC","Kansas City","Chiefs","KC",3,18.77,18.21,1.22,-4.86,-11.91,-8.5,-6.41,0,-1.26,-5.44,5.04,0.02,0.45,-1.33,"https://www.pro-football-reference.com/boxscores/202501260kan.htm"
